ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
1714333150.0,C127978,192.168.1.50,2756,45.33.32.156,443,tcp,ssl,281.326648,27779454,146,SF,0,ShADadfF,249,27787454,3,346
1714333215.0,C766616,10.0.1.5,10232,45.33.32.156,443,tcp,ssl,237.443109,5175284,980,SF,0,ShADadfF,347,5183284,5,1180
1714333293.0,C594310,192.168.1.50,46679,45.33.32.156,443,tcp,ssl,291.789389,6906318,225,SF,0,ShADadfF,129,6914318,6,425
1714333336.0,C921327,192.168.1.50,11027,45.33.32.156,443,tcp,ssl,105.694916,24382434,548,SF,0,ShADadfF,309,24390434,4,748
1714333389.0,C898064,10.0.1.5,11369,45.33.32.156,443,tcp,ssl,162.492802,16157903,984,SF,0,ShADadfF,417,16165903,3,1184
1714333423.0,C367677,10.0.1.5,65117,195.54.160.149,443,tcp,ssl,154.198585,17741429,642,SF,0,ShADadfF,112,17749429,5,842
1714333539.0,C478593,10.0.1.5,37089,45.33.32.156,443,tcp,ssl,202.583517,28857564,514,SF,0,ShADadfF,476,28865564,7,714
1714333637.0,C238581,192.168.1.50,7812,195.54.160.149,443,tcp,ssl,80.9506,13802194,529,SF,0,ShADadfF,157,13810194,3,729
1714333716.0,C298579,192.168.1.50,40396,195.54.160.149,443,tcp,ssl,293.767348,45453188,357,SF,0,ShADadfF,401,45461188,10,557
1714333815.0,C212231,192.168.1.50,22159,195.54.160.149,443,tcp,ssl,179.595,9904724,448,SF,0,ShADadfF,294,9912724,5,648
1714333871.0,C483660,10.0.1.5,55591,45.33.32.156,443,tcp,ssl,275.637695,6434410,964,SF,0,ShADadfF,237,6442410,5,1164
1714333902.0,C699655,192.168.1.50,61490,195.54.160.149,443,tcp,ssl,34.282877,17151028,728,SF,0,ShADadfF,453,17159028,7,928
1714333932.0,C479032,10.0.1.5,7302,45.33.32.156,443,tcp,ssl,138.61372,45040312,345,SF,0,ShADadfF,383,45048312,6,545
1714333996.0,C760824,192.168.1.50,30142,45.33.32.156,443,tcp,ssl,94.984862,47266667,513,SF,0,ShADadfF,472,47274667,3,713
1714334105.0,C631955,10.0.1.5,34303,45.33.32.156,443,tcp,ssl,54.217161,13311269,806,SF,0,ShADadfF,378,13319269,8,1006
1714334159.0,C648670,10.0.1.5,53900,45.33.32.156,443,tcp,ssl,70.95284,6632018,554,SF,0,ShADadfF,133,6640018,9,754
1714334258.0,C769560,192.168.1.50,13762,45.33.32.156,443,tcp,ssl,210.263623,41248292,549,SF,0,ShADadfF,323,41256292,3,749
1714334350.0,C820008,10.0.1.5,44574,195.54.160.149,443,tcp,ssl,291.146889,12025970,539,SF,0,ShADadfF,401,12033970,4,739
1714334423.0,C711044,192.168.1.50,28949,45.33.32.156,443,tcp,ssl,237.244238,24352436,684,SF,0,ShADadfF,176,24360436,5,884
1714334477.0,C504253,10.0.1.5,14626,45.33.32.156,443,tcp,ssl,256.517663,8370170,399,SF,0,ShADadfF,376,8378170,3,599
1714334522.0,C236617,10.0.1.5,38324,195.54.160.149,443,tcp,ssl,251.628676,41234247,312,SF,0,ShADadfF,494,41242247,10,512
1714334583.0,C478549,192.168.1.50,14834,195.54.160.149,443,tcp,ssl,10.716957,42357069,607,SF,0,ShADadfF,494,42365069,4,807
1714334662.0,C838876,192.168.1.50,30945,45.33.32.156,443,tcp,ssl,46.990703,18377566,974,SF,0,ShADadfF,264,18385566,3,1174
1714334755.0,C906484,10.0.1.5,18428,45.33.32.156,443,tcp,ssl,75.631934,9782500,332,SF,0,ShADadfF,324,9790500,4,532
1714334804.0,C751059,10.0.1.5,16320,45.33.32.156,443,tcp,ssl,134.702547,25251576,991,SF,0,ShADadfF,120,25259576,7,1191
1714334881.0,C779017,192.168.1.50,5644,45.33.32.156,443,tcp,ssl,254.073572,15974485,533,SF,0,ShADadfF,115,15982485,4,733
1714334983.0,C348003,192.168.1.50,6510,45.33.32.156,443,tcp,ssl,122.128185,14998048,174,SF,0,ShADadfF,419,15006048,7,374
1714335070.0,C307154,10.0.1.5,9719,195.54.160.149,443,tcp,ssl,288.525668,34510025,649,SF,0,ShADadfF,315,34518025,3,849
1714335150.0,C768329,10.0.1.5,35578,45.33.32.156,443,tcp,ssl,147.724085,36648382,684,SF,0,ShADadfF,207,36656382,10,884
1714335195.0,C483000,192.168.1.50,36380,45.33.32.156,443,tcp,ssl,194.68459,22650800,574,SF,0,ShADadfF,102,22658800,4,774
1714335255.0,C249460,10.0.1.5,58077,45.33.32.156,443,tcp,ssl,249.217995,24767509,552,SF,0,ShADadfF,120,24775509,7,752
1714335287.0,C384049,10.0.1.5,22441,45.33.32.156,443,tcp,ssl,137.96528,6568297,240,SF,0,ShADadfF,366,6576297,7,440
1714335403.0,C135857,10.0.1.5,53938,45.33.32.156,443,tcp,ssl,87.748552,42440326,690,SF,0,ShADadfF,496,42448326,6,890
1714335449.0,C710781,10.0.1.5,57594,195.54.160.149,443,tcp,ssl,15.817175,7344772,451,SF,0,ShADadfF,120,7352772,3,651
1714335513.0,C271740,192.168.1.50,29660,195.54.160.149,443,tcp,ssl,154.699747,40338208,731,SF,0,ShADadfF,213,40346208,9,931
1714335547.0,C938906,192.168.1.50,26466,45.33.32.156,443,tcp,ssl,136.318308,21604322,486,SF,0,ShADadfF,273,21612322,6,686
1714335666.0,C788287,192.168.1.50,24215,45.33.32.156,443,tcp,ssl,115.747599,12519248,430,SF,0,ShADadfF,311,12527248,8,630
1714335717.0,C876207,192.168.1.50,42733,45.33.32.156,443,tcp,ssl,299.012096,43426039,280,SF,0,ShADadfF,197,43434039,4,480
1714335792.0,C990657,10.0.1.5,21340,195.54.160.149,443,tcp,ssl,143.221293,31959298,409,SF,0,ShADadfF,286,31967298,3,609
1714335823.0,C970198,192.168.1.50,54195,45.33.32.156,443,tcp,ssl,299.327242,18277179,666,SF,0,ShADadfF,171,18285179,3,866
1714335895.0,C435513,192.168.1.50,33648,45.33.32.156,443,tcp,ssl,84.327129,48132511,126,SF,0,ShADadfF,135,48140511,3,326
1714335965.0,C792292,10.0.1.5,35254,45.33.32.156,443,tcp,ssl,200.167375,37421293,255,SF,0,ShADadfF,167,37429293,3,455
1714336001.0,C210882,192.168.1.50,33176,195.54.160.149,443,tcp,ssl,274.365269,14617381,113,SF,0,ShADadfF,333,14625381,10,313
1714336098.0,C638083,10.0.1.5,38216,45.33.32.156,443,tcp,ssl,120.2945,25008675,666,SF,0,ShADadfF,281,25016675,5,866
1714336137.0,C557540,10.0.1.5,56653,195.54.160.149,443,tcp,ssl,135.938205,44429781,202,SF,0,ShADadfF,246,44437781,9,402
1714336238.0,C626901,192.168.1.50,17121,195.54.160.149,443,tcp,ssl,194.732059,32368512,518,SF,0,ShADadfF,440,32376512,7,718
1714336327.0,C107013,192.168.1.50,64278,45.33.32.156,443,tcp,ssl,141.501819,21063738,360,SF,0,ShADadfF,225,21071738,8,560
1714336413.0,C364276,10.0.1.5,25393,195.54.160.149,443,tcp,ssl,177.951199,17960749,377,SF,0,ShADadfF,124,17968749,8,577
1714336497.0,C262858,192.168.1.50,50096,195.54.160.149,443,tcp,ssl,245.67884,14117230,510,SF,0,ShADadfF,171,14125230,8,710
1714336543.0,C981012,192.168.1.50,33755,195.54.160.149,443,tcp,ssl,274.213866,27653106,365,SF,0,ShADadfF,135,27661106,6,565
1714336636.0,C174841,192.168.1.50,28857,195.54.160.149,443,tcp,ssl,45.045854,44295122,919,SF,0,ShADadfF,130,44303122,7,1119
1714336752.0,C887805,192.168.1.50,8095,45.33.32.156,443,tcp,ssl,205.551961,41402436,346,SF,0,ShADadfF,326,41410436,4,546
1714336858.0,C740508,10.0.1.5,32915,195.54.160.149,443,tcp,ssl,221.065598,15500118,822,SF,0,ShADadfF,495,15508118,9,1022
1714336959.0,C933745,10.0.1.5,53842,195.54.160.149,443,tcp,ssl,20.342705,28077434,517,SF,0,ShADadfF,325,28085434,7,717
1714337073.0,C510373,10.0.1.5,64349,195.54.160.149,443,tcp,ssl,20.065899,20233648,572,SF,0,ShADadfF,484,20241648,3,772
1714337133.0,C665722,10.0.1.5,55343,45.33.32.156,443,tcp,ssl,66.737609,18118638,836,SF,0,ShADadfF,496,18126638,7,1036
1714337179.0,C690084,10.0.1.5,8777,45.33.32.156,443,tcp,ssl,43.362453,23980875,860,SF,0,ShADadfF,147,23988875,9,1060
1714337243.0,C561915,10.0.1.5,4222,45.33.32.156,443,tcp,ssl,154.973739,34224658,552,SF,0,ShADadfF,427,34232658,4,752
1714337363.0,C293375,198.51.100.88,59794,10.0.1.5,1,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337364.0,C959622,198.51.100.88,53672,10.0.1.5,2,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337364.0,C674429,198.51.100.88,42993,10.0.1.5,3,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337364.0,C140243,198.51.100.88,46929,10.0.1.5,4,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337365.0,C517506,198.51.100.88,49106,10.0.1.5,5,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337366.0,C677531,198.51.100.88,62463,10.0.1.5,6,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337366.0,C554281,198.51.100.88,56255,10.0.1.5,7,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337366.0,C678690,198.51.100.88,40100,10.0.1.5,8,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337366.0,C674444,198.51.100.88,50617,10.0.1.5,9,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337367.0,C864865,198.51.100.88,54989,10.0.1.5,10,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337367.0,C559754,198.51.100.88,51687,10.0.1.5,11,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337367.0,C328023,198.51.100.88,59594,10.0.1.5,12,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337367.0,C873516,198.51.100.88,61580,10.0.1.5,13,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337367.0,C744207,198.51.100.88,48353,10.0.1.5,14,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337367.0,C530530,198.51.100.88,52285,10.0.1.5,15,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337367.0,C912254,198.51.100.88,65203,10.0.1.5,16,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337367.0,C260738,198.51.100.88,55190,10.0.1.5,17,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337367.0,C753655,198.51.100.88,60353,10.0.1.5,18,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337368.0,C123031,198.51.100.88,53135,10.0.1.5,19,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337368.0,C824647,198.51.100.88,41466,10.0.1.5,20,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337368.0,C674679,198.51.100.88,53984,10.0.1.5,21,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337368.0,C253320,198.51.100.88,55663,10.0.1.5,22,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337368.0,C729238,198.51.100.88,65126,10.0.1.5,23,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337368.0,C213271,198.51.100.88,55251,10.0.1.5,24,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337368.0,C462037,198.51.100.88,50203,10.0.1.5,25,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337368.0,C535881,198.51.100.88,43066,10.0.1.5,26,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337368.0,C723848,198.51.100.88,62078,10.0.1.5,27,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337369.0,C861121,198.51.100.88,61435,10.0.1.5,28,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337369.0,C337622,198.51.100.88,44009,10.0.1.5,29,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337369.0,C712076,198.51.100.88,63656,10.0.1.5,30,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337369.0,C869393,198.51.100.88,55616,10.0.1.5,31,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337369.0,C348041,198.51.100.88,55813,10.0.1.5,32,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337370.0,C919244,198.51.100.88,56173,10.0.1.5,33,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337371.0,C753161,198.51.100.88,59278,10.0.1.5,34,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337371.0,C863036,198.51.100.88,48073,10.0.1.5,35,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337372.0,C642033,198.51.100.88,64352,10.0.1.5,36,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337372.0,C254827,198.51.100.88,65234,10.0.1.5,37,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337372.0,C679247,198.51.100.88,48833,10.0.1.5,38,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337373.0,C901447,198.51.100.88,49260,10.0.1.5,39,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337374.0,C319204,198.51.100.88,64402,10.0.1.5,40,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337375.0,C539441,198.51.100.88,49304,10.0.1.5,41,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337375.0,C254375,198.51.100.88,44610,10.0.1.5,42,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337375.0,C325574,198.51.100.88,45012,10.0.1.5,43,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337375.0,C457274,198.51.100.88,49837,10.0.1.5,44,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337376.0,C270743,198.51.100.88,50817,10.0.1.5,45,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337376.0,C503647,198.51.100.88,52854,10.0.1.5,46,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337376.0,C494346,198.51.100.88,56779,10.0.1.5,47,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337376.0,C395414,198.51.100.88,48928,10.0.1.5,48,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337377.0,C299210,198.51.100.88,60629,10.0.1.5,49,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337377.0,C278641,198.51.100.88,64419,10.0.1.5,50,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337377.0,C184541,198.51.100.88,48505,10.0.1.5,51,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337378.0,C368194,198.51.100.88,64613,10.0.1.5,52,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337379.0,C408643,198.51.100.88,65282,10.0.1.5,53,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337380.0,C756242,198.51.100.88,49302,10.0.1.5,54,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337381.0,C352781,198.51.100.88,55150,10.0.1.5,55,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337382.0,C426619,198.51.100.88,51109,10.0.1.5,56,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337383.0,C355650,198.51.100.88,52121,10.0.1.5,57,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337384.0,C682192,198.51.100.88,57636,10.0.1.5,58,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337385.0,C965138,198.51.100.88,62471,10.0.1.5,59,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337385.0,C606665,198.51.100.88,64358,10.0.1.5,60,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337385.0,C234357,198.51.100.88,56523,10.0.1.5,61,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337386.0,C442093,198.51.100.88,61453,10.0.1.5,62,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337386.0,C107464,198.51.100.88,46263,10.0.1.5,63,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337387.0,C581204,198.51.100.88,57915,10.0.1.5,64,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337387.0,C263726,198.51.100.88,45192,10.0.1.5,65,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337387.0,C636149,198.51.100.88,49642,10.0.1.5,66,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337387.0,C678386,198.51.100.88,41683,10.0.1.5,67,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337387.0,C406402,198.51.100.88,45998,10.0.1.5,68,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337388.0,C873383,198.51.100.88,50203,10.0.1.5,69,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337389.0,C992751,198.51.100.88,49157,10.0.1.5,70,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337389.0,C431096,198.51.100.88,45483,10.0.1.5,71,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337390.0,C941272,198.51.100.88,63885,10.0.1.5,72,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337391.0,C353998,198.51.100.88,52926,10.0.1.5,73,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337392.0,C733014,198.51.100.88,40973,10.0.1.5,74,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337392.0,C442410,198.51.100.88,50399,10.0.1.5,75,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337392.0,C933210,198.51.100.88,57749,10.0.1.5,76,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337392.0,C249118,198.51.100.88,47009,10.0.1.5,77,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337392.0,C103223,198.51.100.88,42595,10.0.1.5,78,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337392.0,C501309,198.51.100.88,40207,10.0.1.5,79,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337392.0,C128481,198.51.100.88,49166,10.0.1.5,80,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337393.0,C803932,198.51.100.88,54826,10.0.1.5,81,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337393.0,C401051,198.51.100.88,55641,10.0.1.5,82,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337394.0,C321204,198.51.100.88,59330,10.0.1.5,83,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337394.0,C618263,198.51.100.88,55481,10.0.1.5,84,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337395.0,C908973,198.51.100.88,58262,10.0.1.5,85,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337395.0,C219949,198.51.100.88,51607,10.0.1.5,86,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337396.0,C743095,198.51.100.88,40913,10.0.1.5,87,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337397.0,C672110,198.51.100.88,58699,10.0.1.5,88,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337397.0,C289599,198.51.100.88,54006,10.0.1.5,89,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337398.0,C411264,198.51.100.88,52899,10.0.1.5,90,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337399.0,C915564,198.51.100.88,64341,10.0.1.5,91,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337399.0,C813388,198.51.100.88,50258,10.0.1.5,92,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337399.0,C569261,198.51.100.88,45391,10.0.1.5,93,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337400.0,C628970,198.51.100.88,57339,10.0.1.5,94,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337401.0,C450270,198.51.100.88,64278,10.0.1.5,95,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337401.0,C751168,198.51.100.88,63839,10.0.1.5,96,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337402.0,C980004,198.51.100.88,44518,10.0.1.5,97,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337402.0,C916209,198.51.100.88,64124,10.0.1.5,98,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337403.0,C671500,198.51.100.88,43044,10.0.1.5,99,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337403.0,C306603,198.51.100.88,59878,10.0.1.5,100,tcp,-,0,0,0,REJ,0,S,1,40,0,0
1714337403.0,C622491,10.0.1.5,5132,247.49.222.187,31337,tcp,-,2.12357,437,5610,SF,0,ShADadfF,5,637,5,5810
1714337413.0,C525007,192.168.1.50,11309,208.184.2.184,31337,tcp,-,2.468452,215,6846,SF,0,ShADadfF,5,415,5,7046
1714337444.0,C671090,10.0.1.5,3517,178.10.159.123,4444,tcp,-,44.133138,489,8655,SF,0,ShADadfF,5,689,5,8855
1714337474.0,C593539,192.168.1.50,16362,20.126.42.245,1337,tcp,-,40.887938,411,9075,SF,0,ShADadfF,5,611,5,9275
1714337506.0,C657023,10.0.1.5,34076,8.18.16.183,8888,tcp,-,23.198179,327,2508,SF,0,ShADadfF,5,527,5,2708
1714337519.0,C280501,10.0.1.5,57441,94.19.130.239,4444,tcp,-,40.179713,185,4470,SF,0,ShADadfF,5,385,5,4670
1714337546.0,C569574,10.0.1.5,50030,249.10.159.58,6666,tcp,-,46.075755,605,8498,SF,0,ShADadfF,5,805,5,8698
1714337592.0,C915857,192.168.1.50,3786,38.132.29.112,4444,tcp,-,53.969538,811,5854,SF,0,ShADadfF,5,1011,5,6054
1714337642.0,C749057,192.168.1.50,60081,246.249.206.97,6666,tcp,-,8.695515,750,7683,SF,0,ShADadfF,5,950,5,7883
1714337700.0,C940139,192.168.1.50,36140,134.89.113.53,8888,tcp,-,10.520096,461,8168,SF,0,ShADadfF,5,661,5,8368
1714337749.0,C825306,192.168.1.50,33449,1.230.209.12,8888,tcp,-,55.936501,815,9669,SF,0,ShADadfF,5,1015,5,9869
1714337760.0,C289930,10.0.1.5,56018,199.250.202.116,8888,tcp,-,14.153951,916,4783,SF,0,ShADadfF,5,1116,5,4983
1714337805.0,C902361,192.168.1.50,13826,126.135.202.52,6666,tcp,-,53.707202,290,1052,SF,0,ShADadfF,5,490,5,1252
1714337821.0,C400689,192.168.1.50,38903,252.224.245.58,8888,tcp,-,43.930099,883,1903,SF,0,ShADadfF,5,1083,5,2103
1714337835.0,C286703,192.168.1.50,1760,117.109.240.180,8888,tcp,-,37.366113,232,7087,SF,0,ShADadfF,5,432,5,7287
1714337878.0,C164664,192.168.1.50,40126,88.153.58.236,4444,tcp,-,13.27145,251,7088,SF,0,ShADadfF,5,451,5,7288
1714337921.0,C196187,10.0.1.5,22614,187.10.120.99,1337,tcp,-,40.149204,813,9311,SF,0,ShADadfF,5,1013,5,9511
1714337958.0,C301516,192.168.1.50,28043,58.164.141.147,6666,tcp,-,34.393915,832,9561,SF,0,ShADadfF,5,1032,5,9761
1714338014.0,C709342,10.0.1.5,33915,118.4.219.249,4444,tcp,-,2.253401,860,4222,SF,0,ShADadfF,5,1060,5,4422
1714338055.0,C121085,10.0.1.5,8354,156.233.241.155,1337,tcp,-,17.437411,143,8677,SF,0,ShADadfF,5,343,5,8877
1714338105.0,C520078,10.0.1.5,13825,38.243.169.45,6666,tcp,-,18.43795,333,4476,SF,0,ShADadfF,5,533,5,4676
1714338129.0,C997793,10.0.1.5,44790,240.170.26.201,8888,tcp,-,40.095379,948,3567,SF,0,ShADadfF,5,1148,5,3767
1714338155.0,C760115,192.168.1.50,26183,19.93.132.18,31337,tcp,-,37.357007,233,4188,SF,0,ShADadfF,5,433,5,4388
1714338194.0,C828967,192.168.1.50,26154,36.46.121.111,8888,tcp,-,27.869823,945,9014,SF,0,ShADadfF,5,1145,5,9214
1714338233.0,C925976,10.0.1.5,64453,45.171.225.77,8888,tcp,-,15.689645,958,8331,SF,0,ShADadfF,5,1158,5,8531
1714338259.0,C379048,10.0.1.5,45012,191.175.9.100,1337,tcp,-,59.399452,128,8650,SF,0,ShADadfF,5,328,5,8850
1714338319.0,C433236,10.0.1.5,20651,211.172.2.52,1337,tcp,-,40.264503,832,7842,SF,0,ShADadfF,5,1032,5,8042
1714338356.0,C636340,192.168.1.50,29192,32.97.35.80,31337,tcp,-,22.406873,967,6958,SF,0,ShADadfF,5,1167,5,7158
1714338367.0,C328981,192.168.1.50,59193,127.58.182.180,4444,tcp,-,23.7644,363,1291,SF,0,ShADadfF,5,563,5,1491
1714338397.0,C971357,10.0.1.5,28590,249.208.234.45,1337,tcp,-,20.255656,310,8766,SF,0,ShADadfF,5,510,5,8966
1714338436.0,C936647,192.168.1.50,8924,12.90.193.104,6666,tcp,-,58.655979,660,4566,SF,0,ShADadfF,5,860,5,4766
1714338482.0,C728282,10.0.1.5,40949,144.106.11.107,4444,tcp,-,48.170522,901,1534,SF,0,ShADadfF,5,1101,5,1734
1714338541.0,C502745,192.168.1.50,16131,89.58.240.114,4444,tcp,-,40.764094,994,9056,SF,0,ShADadfF,5,1194,5,9256
1714338564.0,C909044,10.0.1.5,5870,127.74.50.146,1337,tcp,-,42.655334,713,2554,SF,0,ShADadfF,5,913,5,2754
1714338621.0,C430161,192.168.1.50,25959,18.90.132.181,31337,tcp,-,25.563696,786,3485,SF,0,ShADadfF,5,986,5,3685
1714338678.0,C962510,192.168.1.50,59096,234.45.240.44,4444,tcp,-,21.740859,778,4119,SF,0,ShADadfF,5,978,5,4319
1714338696.0,C458141,192.168.1.50,42949,117.225.36.86,1337,tcp,-,41.592298,895,7471,SF,0,ShADadfF,5,1095,5,7671
1714338727.0,C866453,10.0.1.5,37266,26.179.82.196,6666,tcp,-,26.411538,706,3225,SF,0,ShADadfF,5,906,5,3425
1714338777.0,C643528,10.0.1.5,36594,214.208.162.238,1337,tcp,-,43.161549,927,5983,SF,0,ShADadfF,5,1127,5,6183
1714338823.0,C107941,192.168.1.50,44635,54.131.54.220,31337,tcp,-,3.78685,846,5028,SF,0,ShADadfF,5,1046,5,5228
1714338838.0,C841260,10.0.1.5,21413,231.231.5.3,6666,tcp,-,22.778391,125,7029,SF,0,ShADadfF,5,325,5,7229
1714338868.0,C303841,10.0.1.5,55212,53.238.195.188,31337,tcp,-,57.368404,475,1759,SF,0,ShADadfF,5,675,5,1959
1714338915.0,C418652,10.0.1.5,11645,229.222.227.68,31337,tcp,-,42.444673,263,8818,SF,0,ShADadfF,5,463,5,9018
1714338948.0,C933900,10.0.1.5,59690,20.129.215.39,8888,tcp,-,16.759533,268,3219,SF,0,ShADadfF,5,468,5,3419
1714338979.0,C864633,192.168.1.50,36265,134.100.132.16,1337,tcp,-,26.236938,618,3493,SF,0,ShADadfF,5,818,5,3693
1714339035.0,C109794,10.0.1.5,2026,61.20.79.69,4444,tcp,-,37.078877,356,9137,SF,0,ShADadfF,5,556,5,9337
1714339067.0,C323954,192.168.1.50,45688,63.146.231.243,8888,tcp,-,50.073279,205,8734,SF,0,ShADadfF,5,405,5,8934
1714339118.0,C962527,192.168.1.50,29133,226.214.250.69,8888,tcp,-,52.83605,444,7199,SF,0,ShADadfF,5,644,5,7399
1714339147.0,C501749,192.168.1.50,29011,202.65.16.50,6666,tcp,-,29.685835,641,8470,SF,0,ShADadfF,5,841,5,8670
1714339200.0,C349304,10.0.1.5,34579,252.230.247.180,4444,tcp,-,31.121217,756,8793,SF,0,ShADadfF,5,956,5,8993
